CourseID,YearMonth,MonthlyEnrollment,MonthlyRevenue,Lag1Enrollment,Lag1Revenue,RollingAvgEnrollment3M,CumulativeEnrollmentToDate,NextMonthEnrollment,NextMonthRevenue,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating
CR00004,2025-02,12,0.0,20.0,0.0,21.5,20,10.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-03,10,0.0,12.0,0.0,16.0,32,7.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-04,7,0.0,10.0,0.0,14.0,42,11.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-05,11,0.0,7.0,0.0,9.666666666666666,49,11.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-06,11,0.0,11.0,0.0,9.333333333333334,60,21.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-07,21,0.0,11.0,0.0,9.666666666666666,71,9.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-08,9,0.0,21.0,0.0,14.333333333333334,92,15.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-09,15,0.0,9.0,0.0,13.666666666666666,101,13.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-10,13,0.0,15.0,0.0,15.0,116,15.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00004,2025-11,15,0.0,13.0,0.0,12.333333333333334,129,10.0,0.0,Programming,Free,Beginner,0.0,45.13,2.88
CR00005,2025-02,15,0.0,11.0,0.0,13.0,11,20.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-03,20,0.0,15.0,0.0,13.0,26,10.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-04,10,0.0,20.0,0.0,15.333333333333334,46,18.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-05,18,0.0,10.0,0.0,15.0,56,16.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-06,16,0.0,18.0,0.0,16.0,74,14.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-07,14,0.0,16.0,0.0,14.666666666666666,90,11.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-08,11,0.0,14.0,0.0,16.0,104,14.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-09,14,0.0,11.0,0.0,13.666666666666666,115,13.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-10,13,0.0,14.0,0.0,13.0,129,11.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00005,2025-11,11,0.0,13.0,0.0,12.666666666666666,142,13.0,0.0,Programming,Free,Beginner,0.0,28.68,1.28
CR00006,2025-02,14,3869.1800000000003,11.0,3040.07,11.0,11,16.0,4421.92,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-03,16,4421.92,14.0,3869.1800000000003,12.5,25,13.0,3592.81,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-04,13,3592.81,16.0,4421.92,13.666666666666666,41,17.0,4698.29,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-05,17,4698.29,13.0,3592.81,14.333333333333334,54,13.0,3592.81,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-06,13,3592.81,17.0,4698.29,15.333333333333334,71,8.0,2210.96,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-07,8,2210.96,13.0,3592.81,14.333333333333334,84,15.0,4145.55,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-08,15,4145.55,8.0,2210.96,12.666666666666666,92,10.0,2763.7,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-09,10,2763.7,15.0,4145.55,12.0,107,13.0,3592.81,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-10,13,3592.81,10.0,2763.7,11.0,117,14.0,3869.1800000000003,Design,Paid,Advanced,276.37,48.84,2.72
CR00006,2025-11,14,3869.1800000000003,13.0,3592.81,12.666666666666666,130,12.0,3316.44,Design,Paid,Advanced,276.37,48.84,2.72
CR00007,2025-02,6,0.0,10.0,0.0,12.0,10,11.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-03,11,0.0,6.0,0.0,8.0,16,20.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-04,20,0.0,11.0,0.0,9.0,27,11.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-05,11,0.0,20.0,0.0,12.333333333333334,47,20.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-06,20,0.0,11.0,0.0,14.0,58,18.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-07,18,0.0,20.0,0.0,17.0,78,13.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-08,13,0.0,18.0,0.0,16.333333333333332,96,20.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-09,20,0.0,13.0,0.0,17.0,109,18.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-10,18,0.0,20.0,0.0,17.0,129,12.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00007,2025-11,12,0.0,18.0,0.0,17.0,147,19.0,0.0,Design,Free,Advanced,0.0,48.68,2.61
CR00008,2025-02,14,0.0,6.0,0.0,9.0,6,12.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-03,12,0.0,14.0,0.0,10.0,20,13.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-04,13,0.0,12.0,0.0,10.666666666666666,32,15.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-05,15,0.0,13.0,0.0,13.0,45,13.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-06,13,0.0,15.0,0.0,13.333333333333334,60,17.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-07,17,0.0,13.0,0.0,13.666666666666666,73,12.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-08,12,0.0,17.0,0.0,15.0,90,12.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-09,12,0.0,12.0,0.0,14.0,102,13.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-10,13,0.0,12.0,0.0,13.666666666666666,114,17.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00008,2025-11,17,0.0,13.0,0.0,12.333333333333334,127,14.0,0.0,Design,Free,Advanced,0.0,2.87,1.52
CR00009,2025-02,18,0.0,10.0,0.0,13.5,10,12.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-03,12,0.0,18.0,0.0,14.0,28,10.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-04,10,0.0,12.0,0.0,13.333333333333334,40,11.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-05,11,0.0,10.0,0.0,13.333333333333334,50,17.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-06,17,0.0,11.0,0.0,11.0,61,17.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-07,17,0.0,17.0,0.0,12.666666666666666,78,15.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-08,15,0.0,17.0,0.0,15.0,95,11.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-09,11,0.0,15.0,0.0,16.333333333333332,110,12.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-10,12,0.0,11.0,0.0,14.333333333333334,121,6.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00009,2025-11,6,0.0,12.0,0.0,12.666666666666666,133,16.0,0.0,Design,Free,Beginner,0.0,48.19,4.51
CR00010,2025-02,9,0.0,12.0,0.0,9.0,12,13.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-03,13,0.0,9.0,0.0,10.5,21,20.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-04,20,0.0,13.0,0.0,11.333333333333334,34,14.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-05,14,0.0,20.0,0.0,14.0,54,19.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-06,19,0.0,14.0,0.0,15.666666666666666,68,17.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-07,17,0.0,19.0,0.0,17.666666666666668,87,9.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-08,9,0.0,17.0,0.0,16.666666666666668,104,17.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-09,17,0.0,9.0,0.0,15.0,113,10.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-10,10,0.0,17.0,0.0,14.333333333333334,130,23.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00010,2025-11,23,0.0,10.0,0.0,12.0,140,17.0,0.0,Design,Free,Advanced,0.0,15.29,4.45
CR00011,2025-02,14,4564.28,14.0,4564.28,18.5,14,9.0,2934.18,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-03,9,2934.18,14.0,4564.28,14.0,28,16.0,5216.32,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-04,16,5216.32,9.0,2934.18,12.333333333333334,37,11.0,3586.22,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-05,11,3586.22,16.0,5216.32,13.0,53,11.0,3586.22,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-06,11,3586.22,11.0,3586.22,12.0,64,18.0,5868.36,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-07,18,5868.36,11.0,3586.22,12.666666666666666,75,6.0,1956.12,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-08,6,1956.12,18.0,5868.36,13.333333333333334,93,12.0,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-09,12,3912.24,6.0,1956.12,11.666666666666666,99,16.0,5216.32,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-10,16,5216.32,12.0,3912.24,12.0,111,12.0,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69
CR00011,2025-11,12,3912.24,16.0,5216.32,11.333333333333334,127,12.0,3912.24,Business,Paid,Intermediate,326.02,11.31,2.69
CR00012,2025-02,10,4879.2,20.0,9758.4,16.0,20,21.0,10246.32,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-03,21,10246.32,10.0,4879.2,15.0,30,15.0,7318.8,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-04,15,7318.8,21.0,10246.32,17.0,51,6.0,2927.52,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-05,6,2927.52,15.0,7318.8,15.333333333333334,66,14.0,6830.88,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-06,14,6830.88,6.0,2927.52,14.0,72,18.0,8782.56,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-07,18,8782.56,14.0,6830.88,11.666666666666666,86,11.0,5367.12,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-08,11,5367.12,18.0,8782.56,12.666666666666666,104,15.0,7318.8,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-09,15,7318.8,11.0,5367.12,14.333333333333334,115,20.0,9758.4,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-10,20,9758.4,15.0,7318.8,14.666666666666666,130,11.0,5367.12,Business,Paid,Advanced,487.92,36.01,3.64
CR00012,2025-11,11,5367.12,20.0,9758.4,15.333333333333334,150,12.0,5855.04,Business,Paid,Advanced,487.92,36.01,3.64
CR00013,2025-02,12,0.0,20.0,0.0,15.5,20,23.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-03,23,0.0,12.0,0.0,16.0,32,18.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-04,18,0.0,23.0,0.0,18.333333333333332,55,10.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-05,10,0.0,18.0,0.0,17.666666666666668,73,13.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-06,13,0.0,10.0,0.0,17.0,83,14.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-07,14,0.0,13.0,0.0,13.666666666666666,96,12.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-08,12,0.0,14.0,0.0,12.333333333333334,110,9.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-09,9,0.0,12.0,0.0,13.0,122,10.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-10,10,0.0,9.0,0.0,11.666666666666666,131,14.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00013,2025-11,14,0.0,10.0,0.0,10.333333333333334,141,15.0,0.0,Business,Free,Advanced,0.0,15.84,2.0
CR00014,2025-02,14,0.0,15.0,0.0,14.5,15,17.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-03,17,0.0,14.0,0.0,14.5,29,12.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-04,12,0.0,17.0,0.0,15.333333333333334,46,14.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-05,14,0.0,12.0,0.0,14.333333333333334,58,15.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-06,15,0.0,14.0,0.0,14.333333333333334,72,8.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-07,8,0.0,15.0,0.0,13.666666666666666,87,14.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-08,14,0.0,8.0,0.0,12.333333333333334,95,18.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-09,18,0.0,14.0,0.0,12.333333333333334,109,16.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-10,16,0.0,18.0,0.0,13.333333333333334,127,21.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00014,2025-11,21,0.0,16.0,0.0,16.0,143,7.0,0.0,Business,Free,Advanced,0.0,22.29,3.15
CR00015,2025-02,11,3135.55,13.0,3705.65,17.0,13,11.0,3135.55,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-03,11,3135.55,11.0,3135.55,12.0,24,16.0,4560.8,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-04,16,4560.8,11.0,3135.55,11.666666666666666,35,14.0,3990.7000000000003,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-05,14,3990.7000000000003,16.0,4560.8,12.666666666666666,51,19.0,5415.95,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-06,19,5415.95,14.0,3990.7000000000003,13.666666666666666,65,13.0,3705.65,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-07,13,3705.65,19.0,5415.95,16.333333333333332,84,10.0,2850.5,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-08,10,2850.5,13.0,3705.65,15.333333333333334,97,18.0,5130.900000000001,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-09,18,5130.900000000001,10.0,2850.5,14.0,107,13.0,3705.65,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-10,13,3705.65,18.0,5130.900000000001,13.666666666666666,125,13.0,3705.65,Business,Paid,Beginner,285.05,34.78,1.96
CR00015,2025-11,13,3705.65,13.0,3705.65,13.666666666666666,138,17.0,4845.85,Business,Paid,Beginner,285.05,34.78,1.96
CR00016,2025-02,15,0.0,13.0,0.0,13.0,13,9.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-03,9,0.0,15.0,0.0,14.0,28,9.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-04,9,0.0,9.0,0.0,12.333333333333334,37,7.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-05,7,0.0,9.0,0.0,11.0,46,11.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-06,11,0.0,7.0,0.0,8.333333333333334,53,15.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-07,15,0.0,11.0,0.0,9.0,64,16.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-08,16,0.0,15.0,0.0,11.0,79,14.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-09,14,0.0,16.0,0.0,14.0,95,15.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-10,15,0.0,14.0,0.0,15.0,109,21.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00016,2025-11,21,0.0,15.0,0.0,15.0,124,8.0,0.0,Marketing,Free,Intermediate,0.0,42.68,4.72
CR00017,2025-02,17,0.0,15.0,0.0,18.0,15,11.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-03,11,0.0,17.0,0.0,16.0,32,11.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-04,11,0.0,11.0,0.0,14.333333333333334,43,7.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-05,7,0.0,11.0,0.0,13.0,54,16.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-06,16,0.0,7.0,0.0,9.666666666666666,61,8.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-07,8,0.0,16.0,0.0,11.333333333333334,77,18.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-08,18,0.0,8.0,0.0,10.333333333333334,85,18.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-09,18,0.0,18.0,0.0,14.0,103,10.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-10,10,0.0,18.0,0.0,14.666666666666666,121,14.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00017,2025-11,14,0.0,10.0,0.0,15.333333333333334,131,13.0,0.0,Marketing,Free,Advanced,0.0,29.37,4.79
CR00018,2025-02,8,0.0,12.0,0.0,13.0,12,12.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-03,12,0.0,8.0,0.0,10.0,20,17.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-04,17,0.0,12.0,0.0,10.666666666666666,32,15.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-05,15,0.0,17.0,0.0,12.333333333333334,49,17.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-06,17,0.0,15.0,0.0,14.666666666666666,64,13.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-07,13,0.0,17.0,0.0,16.333333333333332,81,16.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-08,16,0.0,13.0,0.0,15.0,94,13.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-09,13,0.0,16.0,0.0,15.333333333333334,110,15.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-10,15,0.0,13.0,0.0,14.0,123,14.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00018,2025-11,14,0.0,15.0,0.0,14.666666666666666,138,11.0,0.0,Marketing,Free,Advanced,0.0,15.44,2.01
CR00019,2025-02,9,0.0,15.0,0.0,14.5,15,15.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-03,15,0.0,9.0,0.0,12.0,24,13.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-04,13,0.0,15.0,0.0,13.0,39,20.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-05,20,0.0,13.0,0.0,12.333333333333334,52,20.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-06,20,0.0,20.0,0.0,16.0,72,15.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-07,15,0.0,20.0,0.0,17.666666666666668,92,12.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-08,12,0.0,15.0,0.0,18.333333333333332,107,14.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-09,14,0.0,12.0,0.0,15.666666666666666,119,13.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-10,13,0.0,14.0,0.0,13.666666666666666,133,16.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00019,2025-11,16,0.0,13.0,0.0,13.0,146,15.0,0.0,Marketing,Free,Advanced,0.0,18.0,2.98
CR00020,2025-02,10,0.0,13.0,0.0,14.5,13,13.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-03,13,0.0,10.0,0.0,11.5,23,8.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-04,8,0.0,13.0,0.0,12.0,36,11.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-05,11,0.0,8.0,0.0,10.333333333333334,44,20.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-06,20,0.0,11.0,0.0,10.666666666666666,55,9.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-07,9,0.0,20.0,0.0,13.0,75,14.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-08,14,0.0,9.0,0.0,13.333333333333334,84,15.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-09,15,0.0,14.0,0.0,14.333333333333334,98,13.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-10,13,0.0,15.0,0.0,12.666666666666666,113,16.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00020,2025-11,16,0.0,13.0,0.0,14.0,126,13.0,0.0,Marketing,Free,Intermediate,0.0,46.25,4.11
CR00021,2025-02,8,0.0,17.0,0.0,16.5,17,18.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-03,18,0.0,8.0,0.0,12.5,25,17.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-04,17,0.0,18.0,0.0,14.333333333333334,43,18.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-05,18,0.0,17.0,0.0,14.333333333333334,60,9.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-06,9,0.0,18.0,0.0,17.666666666666668,78,23.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-07,23,0.0,9.0,0.0,14.666666666666666,87,18.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-08,18,0.0,23.0,0.0,16.666666666666668,110,19.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-09,19,0.0,18.0,0.0,16.666666666666668,128,12.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
CR00021,2025-10,12,0.0,19.0,0.0,20.0,147,17.0,0.0,Data Science,Free,Intermediate,0.0,1.2,3.6
