TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,IsPaidTransaction
TT01272,U01993,CR00029,2025-04-22,0.0,PayPal,TC00042,False
TT01273,U01994,CR00001,2025-10-20,472.28,PayPal,TC00042,True
TT01274,U01994,CR00046,2025-11-05,248.1,Credit Card,TC00042,True
TT01275,U01994,CR00057,2025-12-21,177.34,PayPal,TC00042,True
TT01276,U01998,CR00059,2025-03-26,0.0,PayPal,TC00042,False
TT01277,U01998,CR00047,2025-08-04,89.59,Bank Transfer,TC00040,True
TT01278,U01998,CR00029,2025-08-06,0.0,Bank Transfer,TC00042,False
TT01279,U01998,CR00053,2025-12-30,0.0,PayPal,TC00042,False
TT01280,U01998,CR00025,2025-06-04,299.57,Bank Transfer,TC00042,True
TT01281,U02010,CR00038,2025-01-29,342.61,Credit Card,TC00040,True
TT01282,U02010,CR00019,2025-10-02,0.0,Bank Transfer,TC00040,False
TT01283,U02010,CR00028,2025-09-26,0.78,Credit Card,TC00042,True
TT01284,U02010,CR00006,2025-09-02,276.37,Credit Card,TC00042,True
TT01285,U02015,CR00038,2025-10-12,342.61,PayPal,TC00042,True
TT01286,U02015,CR00036,2025-05-27,0.0,Bank Transfer,TC00040,False
TT01287,U02015,CR00052,2025-05-27,0.0,Credit Card,TC00040,False
TT01288,U02015,CR00016,2025-02-18,0.0,PayPal,TC00042,False
TT01289,U02015,CR00031,2025-11-16,0.0,PayPal,TC00040,False
TT01290,U02022,CR00022,2025-03-13,0.0,Credit Card,TC00040,False
TT01291,U02022,CR00008,2025-09-18,0.0,Bank Transfer,TC00042,False
TT01292,U02022,CR00002,2025-10-21,0.0,Credit Card,TC00040,False
TT01293,U02022,CR00001,2025-08-12,472.28,Bank Transfer,TC00042,True
TT01294,U02035,CR00038,2025-04-16,342.61,Bank Transfer,TC00042,True
TT01295,U02035,CR00045,2025-08-13,0.0,Bank Transfer,TC00040,False
TT01296,U02035,CR00056,2025-10-09,212.39,Credit Card,TC00042,True
TT01297,U02035,CR00006,2025-09-28,276.37,PayPal,TC00042,True
TT01298,U02038,CR00036,2025-02-18,0.0,Bank Transfer,TC00040,False
TT01299,U02038,CR00057,2025-06-01,177.34,Credit Card,TC00040,True
TT01300,U02039,CR00016,2025-06-21,0.0,Credit Card,TC00042,False
TT01301,U02039,CR00009,2025-08-15,0.0,PayPal,TC00040,False
TT01302,U02039,CR00025,2025-09-14,299.57,PayPal,TC00040,True
TT01303,U02039,CR00012,2025-03-08,487.92,Bank Transfer,TC00042,True
TT01304,U02055,CR00018,2025-04-22,0.0,Credit Card,TC00042,False
TT01305,U02055,CR00014,2025-11-12,0.0,Credit Card,TC00040,False
TT01306,U02055,CR00004,2025-07-08,0.0,Credit Card,TC00042,False
TT01307,U02055,CR00059,2025-04-14,0.0,Credit Card,TC00042,False
TT01308,U02055,CR00008,2025-06-10,0.0,Credit Card,TC00042,False
TT01309,U02058,CR00049,2025-02-13,415.51,Credit Card,TC00042,True
TT01310,U02058,CR00058,2025-06-01,0.0,Credit Card,TC00040,False
TT01311,U02058,CR00046,2025-03-02,248.1,Bank Transfer,TC00040,True
TT01312,U02064,CR00054,2025-04-05,0.0,Credit Card,TC00042,False
TT01313,U02064,CR00006,2025-02-03,276.37,PayPal,TC00042,True
TT01314,U02064,CR00044,2025-08-13,119.04,Credit Card,TC00042,True
TT01315,U02064,CR00048,2025-09-07,0.0,Credit Card,TC00042,False
TT01316,U02064,CR00043,2025-05-04,0.0,Bank Transfer,TC00040,False
TT01317,U02068,CR00044,2025-09-27,119.04,Bank Transfer,TC00042,True
TT01318,U02068,CR00009,2025-08-15,0.0,Bank Transfer,TC00042,False
TT01319,U02068,CR00055,2025-06-25,57.32,Bank Transfer,TC00042,True
TT01320,U02071,CR00047,2025-05-03,89.59,PayPal,TC00040,True
TT01321,U02071,CR00048,2025-08-30,0.0,Bank Transfer,TC00042,False
TT01322,U02071,CR00029,2025-03-03,0.0,PayPal,TC00042,False
TT01323,U02074,CR00003,2025-11-26,0.0,PayPal,TC00042,False
TT01324,U02074,CR00046,2025-10-24,248.1,PayPal,TC00042,True
TT01325,U02074,CR00034,2025-06-07,394.26,Credit Card,TC00040,True
TT01326,U02074,CR00027,2025-11-01,0.0,Credit Card,TC00042,False
TT01327,U02077,CR00059,2025-08-18,0.0,Bank Transfer,TC00040,False
TT01328,U02077,CR00040,2025-12-27,327.99,Credit Card,TC00040,True
TT01329,U02077,CR00036,2025-02-15,0.0,PayPal,TC00040,False
TT01330,U02077,CR00058,2025-02-23,0.0,PayPal,TC00040,False
TT01331,U02094,CR00005,2025-10-10,0.0,Credit Card,TC00042,False
TT01332,U02094,CR00034,2025-09-04,394.26,Credit Card,TC00040,True
TT01333,U02094,CR00021,2025-04-11,0.0,Bank Transfer,TC00040,False
TT01334,U02096,CR00013,2025-12-06,0.0,Bank Transfer,TC00040,False
TT01335,U02096,CR00021,2025-03-07,0.0,PayPal,TC00042,False
TT01336,U02096,CR00027,2025-12-22,0.0,PayPal,TC00042,False
TT01337,U02096,CR00003,2025-07-07,0.0,Bank Transfer,TC00040,False
TT01338,U02098,CR00018,2025-06-19,0.0,Bank Transfer,TC00040,False
TT01339,U02098,CR00030,2025-08-21,0.0,Credit Card,TC00042,False
TT01340,U02098,CR00011,2025-03-01,326.02,PayPal,TC00042,True
TT01341,U02125,CR00001,2025-11-09,472.28,Bank Transfer,TC00042,True
TT01342,U02125,CR00019,2025-06-13,0.0,Bank Transfer,TC00040,False
TT01343,U02125,CR00029,2025-04-26,0.0,PayPal,TC00042,False
TT01344,U02125,CR00006,2025-03-03,276.37,Credit Card,TC00042,True
TT01345,U02144,CR00047,2025-01-18,89.59,PayPal,TC00040,True
TT01346,U02144,CR00023,2025-09-16,0.0,PayPal,TC00040,False
TT01347,U02144,CR00053,2025-02-15,0.0,Bank Transfer,TC00040,False
TT01348,U02144,CR00052,2025-08-30,0.0,PayPal,TC00040,False
TT01349,U02147,CR00002,2025-10-04,0.0,PayPal,TC00040,False
TT01350,U02147,CR00001,2025-09-28,472.28,Credit Card,TC00040,True
TT01351,U02147,CR00051,2025-09-16,37.89,Bank Transfer,TC00042,True
TT01352,U02147,CR00013,2025-11-13,0.0,Bank Transfer,TC00040,False
TT01353,U02149,CR00042,2025-11-21,0.0,Bank Transfer,TC00042,False
TT01354,U02149,CR00029,2025-02-21,0.0,PayPal,TC00042,False
TT01355,U02149,CR00033,2025-06-22,0.0,Credit Card,TC00040,False
TT01356,U02149,CR00035,2025-10-03,0.0,Bank Transfer,TC00040,False
TT01357,U02151,CR00043,2025-04-05,0.0,Credit Card,TC00040,False
TT01358,U02151,CR00001,2025-11-16,472.28,Bank Transfer,TC00042,True
TT01359,U02151,CR00048,2025-10-06,0.0,Credit Card,TC00040,False
TT01360,U02151,CR00047,2025-07-14,89.59,Bank Transfer,TC00042,True
TT01361,U02151,CR00056,2025-08-21,212.39,Credit Card,TC00042,True
TT01362,U02152,CR00006,2025-05-29,276.37,Credit Card,TC00042,True
TT01363,U02152,CR00054,2025-03-14,0.0,Credit Card,TC00042,False
TT01364,U02152,CR00017,2025-12-21,0.0,Bank Transfer,TC00042,False
TT01365,U02153,CR00049,2025-01-06,415.51,Bank Transfer,TC00040,True
TT01366,U02153,CR00040,2025-06-02,327.99,Credit Card,TC00040,True
TT01367,U02153,CR00022,2025-04-04,0.0,Bank Transfer,TC00040,False
TT01368,U02155,CR00018,2025-04-15,0.0,Bank Transfer,TC00040,False
TT01369,U02155,CR00056,2025-11-14,212.39,PayPal,TC00040,True
TT01370,U02155,CR00045,2025-02-09,0.0,PayPal,TC00042,False
TT01371,U02155,CR00009,2025-06-10,0.0,Credit Card,TC00042,False
TT01372,U02161,CR00029,2025-07-03,0.0,Credit Card,TC00042,False
TT01373,U02161,CR00008,2025-07-01,0.0,Bank Transfer,TC00040,False
TT01374,U02161,CR00055,2025-03-30,57.32,Credit Card,TC00040,True
TT01375,U02161,CR00017,2025-08-02,0.0,Bank Transfer,TC00040,False
TT01376,U02161,CR00036,2025-03-23,0.0,PayPal,TC00040,False
TT01377,U02174,CR00008,2025-12-11,0.0,Bank Transfer,TC00040,False
TT01378,U02174,CR00006,2025-11-27,276.37,PayPal,TC00040,True
TT01379,U02174,CR00002,2025-09-22,0.0,Credit Card,TC00040,False
TT01380,U02174,CR00016,2025-12-08,0.0,PayPal,TC00040,False
TT01381,U02174,CR00041,2025-02-23,53.86,Credit Card,TC00042,True
TT01382,U02199,CR00011,2025-11-02,326.02,Bank Transfer,TC00042,True
TT01383,U02199,CR00041,2025-11-17,53.86,PayPal,TC00042,True
TT01384,U02199,CR00044,2025-02-15,119.04,Bank Transfer,TC00042,True
TT01385,U02199,CR00048,2025-02-25,0.0,Credit Card,TC00042,False
TT01386,U02212,CR00024,2025-07-23,117.68,Credit Card,TC00042,True
TT01387,U02212,CR00029,2025-02-12,0.0,Bank Transfer,TC00042,False
TT01388,U02212,CR00042,2025-09-30,0.0,Credit Card,TC00040,False
TT01389,U02212,CR00009,2025-04-29,0.0,Bank Transfer,TC00042,False
TT01390,U02215,CR00004,2025-02-06,0.0,Credit Card,TC00040,False
TT01391,U02215,CR00028,2025-11-11,0.78,PayPal,TC00042,True
TT01392,U02215,CR00058,2025-03-07,0.0,PayPal,TC00040,False
TT01393,U02217,CR00018,2025-06-07,0.0,Credit Card,TC00042,False
TT01394,U02217,CR00010,2025-12-03,0.0,Bank Transfer,TC00042,False
TT01395,U02217,CR00029,2025-04-06,0.0,Credit Card,TC00042,False
TT01396,U02217,CR00009,2025-05-30,0.0,Credit Card,TC00042,False
TT01397,U02224,CR00039,2025-10-28,346.71,Bank Transfer,TC00042,True
TT01398,U02224,CR00048,2025-12-19,0.0,PayPal,TC00042,False
TT01399,U02224,CR00016,2025-02-26,0.0,Credit Card,TC00042,False
TT01400,U02224,CR00005,2025-03-25,0.0,Credit Card,TC00042,False
TT01401,U02231,CR00012,2025-07-11,487.92,Credit Card,TC00042,True
TT01402,U02231,CR00054,2025-12-26,0.0,Credit Card,TC00042,False
TT01403,U02231,CR00024,2025-12-10,117.68,PayPal,TC00040,True
TT01404,U02248,CR00014,2025-05-12,0.0,Credit Card,TC00042,False
TT01405,U02248,CR00001,2025-09-20,472.28,PayPal,TC00042,True
TT01406,U02248,CR00054,2025-02-21,0.0,PayPal,TC00042,False
TT01407,U02250,CR00036,2025-05-09,0.0,PayPal,TC00040,False
TT01408,U02250,CR00020,2025-01-06,0.0,PayPal,TC00040,False
TT01409,U02250,CR00019,2025-06-30,0.0,Credit Card,TC00042,False
TT01410,U02250,CR00038,2025-09-08,342.61,PayPal,TC00040,True
TT01411,U02250,CR00003,2025-11-23,0.0,Bank Transfer,TC00042,False
TT01412,U02254,CR00032,2025-06-13,0.0,Credit Card,TC00040,False
TT01413,U02254,CR00009,2025-08-27,0.0,Bank Transfer,TC00042,False
TT01414,U02254,CR00023,2025-02-01,0.0,Credit Card,TC00042,False
TT01415,U02254,CR00007,2025-06-03,0.0,Credit Card,TC00042,False
TT01416,U02254,CR00049,2025-01-07,415.51,Credit Card,TC00042,True
TT01417,U02258,CR00019,2025-09-16,0.0,PayPal,TC00042,False
TT01418,U02258,CR00005,2025-03-04,0.0,Credit Card,TC00042,False
TT01419,U02258,CR00053,2025-12-03,0.0,Credit Card,TC00042,False
TT01420,U02258,CR00025,2025-12-02,299.57,Bank Transfer,TC00042,True
TT01421,U02258,CR00026,2025-05-24,0.0,Bank Transfer,TC00042,False
TT01422,U02284,CR00041,2025-09-25,53.86,Bank Transfer,TC00040,True
TT01423,U02284,CR00051,2025-06-29,37.89,Credit Card,TC00040,True
TT01424,U02284,CR00052,2025-09-18,0.0,Bank Transfer,TC00042,False
TT01425,U02284,CR00009,2025-09-17,0.0,Credit Card,TC00042,False
TT01426,U02288,CR00048,2025-12-17,0.0,Bank Transfer,TC00042,False
TT01427,U02288,CR00031,2025-02-21,0.0,PayPal,TC00040,False
TT01428,U02288,CR00015,2025-02-11,285.05,Bank Transfer,TC00040,True
TT01429,U02288,CR00030,2025-08-20,0.0,Credit Card,TC00042,False
TT01430,U02290,CR00050,2025-02-07,490.9,PayPal,TC00040,True
TT01431,U02290,CR00042,2025-11-22,0.0,PayPal,TC00040,False
TT01432,U02290,CR00002,2025-08-27,0.0,PayPal,TC00040,False
TT01433,U02290,CR00027,2025-10-09,0.0,Credit Card,TC00042,False
TT01434,U02290,CR00053,2025-11-18,0.0,Credit Card,TC00040,False
TT01435,U02300,CR00038,2025-11-25,342.61,Bank Transfer,TC00042,True
TT01436,U02300,CR00023,2025-05-15,0.0,PayPal,TC00042,False
TT01437,U02300,CR00052,2025-07-09,0.0,PayPal,TC00040,False
TT01438,U02300,CR00058,2025-08-07,0.0,Bank Transfer,TC00042,False
TT01439,U02301,CR00031,2025-04-01,0.0,Bank Transfer,TC00040,False
TT01440,U02301,CR00019,2025-01-03,0.0,Credit Card,TC00042,False
TT01441,U02301,CR00025,2025-03-08,299.57,Credit Card,TC00042,True
TT01442,U02306,CR00040,2025-06-02,327.99,Bank Transfer,TC00042,True
TT01443,U02306,CR00009,2025-06-27,0.0,Credit Card,TC00040,False
TT01444,U02306,CR00010,2025-07-12,0.0,PayPal,TC00042,False
TT01445,U02306,CR00041,2025-06-28,53.86,PayPal,TC00040,True
TT01446,U02315,CR00038,2025-07-08,342.61,Credit Card,TC00042,True
TT01447,U02315,CR00015,2025-03-30,285.05,PayPal,TC00042,True
TT01448,U02315,CR00043,2025-10-23,0.0,PayPal,TC00042,False
TT01449,U02315,CR00042,2025-04-23,0.0,PayPal,TC00042,False
TT01450,U02336,CR00047,2025-06-20,89.59,PayPal,TC00040,True
TT01451,U02336,CR00030,2025-10-24,0.0,PayPal,TC00042,False
TT01452,U02336,CR00057,2025-06-07,177.34,Credit Card,TC00042,True
TT01453,U02336,CR00042,2025-08-17,0.0,Credit Card,TC00040,False
TT01454,U02337,CR00046,2025-11-07,248.1,PayPal,TC00042,True
TT01455,U02337,CR00015,2025-07-09,285.05,Credit Card,TC00042,True
TT01456,U02337,CR00003,2025-07-12,0.0,Bank Transfer,TC00040,False
TT01457,U02341,CR00022,2025-11-27,0.0,Credit Card,TC00040,False
TT01458,U02341,CR00036,2025-11-29,0.0,PayPal,TC00042,False
TT01459,U02341,CR00019,2025-05-01,0.0,Bank Transfer,TC00040,False
TT01460,U02341,CR00033,2025-07-30,0.0,PayPal,TC00040,False
TT01461,U02344,CR00022,2025-04-27,0.0,Bank Transfer,TC00040,False
TT01462,U02344,CR00014,2025-11-01,0.0,PayPal,TC00042,False
TT01463,U02344,CR00018,2025-10-06,0.0,Bank Transfer,TC00042,False
TT01464,U02344,CR00051,2025-12-18,37.89,Credit Card,TC00042,True
TT01465,U02345,CR00028,2025-06-12,0.78,PayPal,TC00042,True
TT01466,U02345,CR00026,2025-06-06,0.0,Credit Card,TC00042,False
TT01467,U02345,CR00005,2025-06-10,0.0,Bank Transfer,TC00042,False
TT01468,U02345,CR00027,2025-09-20,0.0,PayPal,TC00042,False
TT01469,U02349,CR00026,2025-07-19,0.0,Credit Card,TC00042,False
TT01470,U02349,CR00012,2025-03-23,487.92,PayPal,TC00040,True
TT01471,U02349,CR00053,2025-03-08,0.0,Credit Card,TC00040,False
TT01472,U02349,CR00016,2025-10-07,0.0,Bank Transfer,TC00042,False
TT01473,U02370,CR00041,2025-11-03,53.86,Credit Card,TC00040,True
TT01474,U02370,CR00002,2025-10-16,0.0,Bank Transfer,TC00040,False
TT01475,U02370,CR00025,2025-05-04,299.57,PayPal,TC00042,True
TT01476,U02371,CR00024,2025-09-29,117.68,Credit Card,TC00042,True
TT01477,U02371,CR00008,2025-05-11,0.0,Credit Card,TC00040,False
TT01478,U02371,CR00030,2025-12-26,0.0,PayPal,TC00042,False
TT01479,U02410,CR00022,2025-03-15,0.0,Bank Transfer,TC00042,False
TT01480,U02410,CR00057,2025-04-29,177.34,PayPal,TC00040,True
TT01481,U02410,CR00003,2025-02-09,0.0,Bank Transfer,TC00040,False
TT01482,U02415,CR00056,2025-10-08,212.39,Credit Card,TC00040,True
TT01483,U02415,CR00048,2025-09-17,0.0,PayPal,TC00042,False
TT01484,U02415,CR00050,2025-01-15,490.9,Credit Card,TC00040,True
TT01485,U02427,CR00035,2025-04-16,0.0,PayPal,TC00040,False
TT01486,U02427,CR00043,2025-01-01,0.0,Credit Card,TC00040,False
TT01487,U02427,CR00054,2025-02-07,0.0,PayPal,TC00040,False
TT01488,U02427,CR00025,2025-01-13,299.57,PayPal,TC00042,True
TT01489,U02432,CR00040,2025-08-16,327.99,Credit Card,TC00040,True
TT01490,U02432,CR00058,2025-08-19,0.0,Bank Transfer,TC00040,False
TT01491,U02432,CR00033,2025-10-01,0.0,PayPal,TC00040,False
TT01492,U02432,CR00039,2025-10-03,346.71,Bank Transfer,TC00042,True
TT01493,U02432,CR00005,2025-09-26,0.0,Bank Transfer,TC00042,False
TT01494,U02445,CR00031,2025-11-27,0.0,PayPal,TC00040,False
TT01495,U02445,CR00030,2025-08-24,0.0,Credit Card,TC00042,False
TT01496,U02445,CR00049,2025-12-24,415.51,Bank Transfer,TC00040,True
TT01497,U02459,CR00043,2025-05-17,0.0,Bank Transfer,TC00042,False
TT01498,U02459,CR00010,2025-11-27,0.0,PayPal,TC00040,False
TT01499,U02459,CR00016,2025-08-30,0.0,PayPal,TC00042,False
TT01500,U02470,CR00022,2025-09-26,0.0,Credit Card,TC00040,False
TT01501,U02470,CR00006,2025-12-16,276.37,Credit Card,TC00040,True
TT01502,U02470,CR00045,2025-01-30,0.0,Bank Transfer,TC00040,False
TT01503,U02470,CR00041,2025-04-24,53.86,PayPal,TC00040,True
TT01504,U02470,CR00030,2025-04-02,0.0,Credit Card,TC00042,False
TT01505,U02485,CR00001,2025-06-07,472.28,Credit Card,TC00040,True
TT01506,U02485,CR00052,2025-05-10,0.0,Bank Transfer,TC00040,False
TT01507,U02485,CR00017,2025-08-12,0.0,PayPal,TC00040,False
TT01508,U02485,CR00058,2025-04-24,0.0,Bank Transfer,TC00042,False
TT01509,U02490,CR00026,2025-03-09,0.0,PayPal,TC00042,False
TT01510,U02490,CR00023,2025-04-27,0.0,Bank Transfer,TC00040,False
TT01511,U02490,CR00013,2025-06-07,0.0,Bank Transfer,TC00042,False
TT01512,U02512,CR00036,2025-01-15,0.0,Bank Transfer,TC00040,False
TT01513,U02512,CR00013,2025-01-30,0.0,PayPal,TC00042,False
TT01514,U02512,CR00004,2025-03-18,0.0,PayPal,TC00040,False
TT01515,U02515,CR00051,2025-11-30,37.89,Credit Card,TC00042,True
TT01516,U02515,CR00025,2025-07-12,299.57,Credit Card,TC00040,True
TT01517,U02515,CR00058,2025-04-24,0.0,Credit Card,TC00042,False
TT01518,U02515,CR00059,2025-02-04,0.0,Bank Transfer,TC00040,False
TT01519,U02537,CR00016,2025-09-06,0.0,Credit Card,TC00042,False
TT01520,U02537,CR00040,2025-05-11,327.99,PayPal,TC00042,True
TT01521,U02537,CR00047,2025-02-27,89.59,PayPal,TC00042,True
TT01522,U02540,CR00018,2025-07-28,0.0,PayPal,TC00040,False
TT01523,U02540,CR00050,2025-01-07,490.9,PayPal,TC00042,True
TT01524,U02540,CR00033,2025-04-21,0.0,Bank Transfer,TC00040,False
TT01525,U02540,CR00003,2025-05-20,0.0,Bank Transfer,TC00042,False
TT01526,U02540,CR00037,2025-03-27,0.0,PayPal,TC00042,False
TT01527,U02541,CR00059,2025-12-27,0.0,Credit Card,TC00040,False
TT01528,U02541,CR00052,2025-02-05,0.0,Bank Transfer,TC00042,False
TT01529,U02541,CR00003,2025-08-14,0.0,PayPal,TC00040,False
TT01530,U02542,CR00018,2025-01-17,0.0,PayPal,TC00040,False
TT01531,U02542,CR00050,2025-11-13,490.9,Bank Transfer,TC00042,True
TT01532,U02542,CR00060,2025-04-24,0.0,PayPal,TC00042,False
TT01533,U02564,CR00055,2025-03-01,57.32,Credit Card,TC00040,True
TT01534,U02564,CR00060,2025-04-20,0.0,PayPal,TC00042,False
TT01535,U02564,CR00003,2025-10-16,0.0,PayPal,TC00040,False
TT01536,U02564,CR00027,2025-06-29,0.0,PayPal,TC00042,False
TT01537,U02566,CR00033,2025-04-18,0.0,Credit Card,TC00040,False
TT01538,U02566,CR00014,2025-10-22,0.0,Bank Transfer,TC00042,False
TT01539,U02566,CR00002,2025-07-20,0.0,PayPal,TC00042,False
TT01540,U02582,CR00003,2025-07-29,0.0,PayPal,TC00040,False
TT01541,U02582,CR00048,2025-12-24,0.0,PayPal,TC00042,False
TT01542,U02582,CR00035,2025-02-22,0.0,Credit Card,TC00040,False
TT01543,U02582,CR00037,2025-01-18,0.0,Credit Card,TC00042,False
TT01544,U02582,CR00042,2025-04-10,0.0,Bank Transfer,TC00042,False
TT01545,U02583,CR00032,2025-12-24,0.0,Credit Card,TC00040,False
TT01546,U02583,CR00038,2025-05-06,342.61,Bank Transfer,TC00040,True
TT01547,U02583,CR00060,2025-03-25,0.0,Bank Transfer,TC00042,False
TT01548,U02593,CR00006,2025-02-12,276.37,Bank Transfer,TC00040,True
TT01549,U02593,CR00008,2025-02-09,0.0,Credit Card,TC00042,False
TT01550,U02593,CR00012,2025-06-17,487.92,PayPal,TC00040,True
TT01551,U02593,CR00003,2025-07-15,0.0,Bank Transfer,TC00040,False
TT01552,U02593,CR00057,2025-06-19,177.34,Bank Transfer,TC00040,True
TT01553,U02602,CR00042,2025-05-29,0.0,PayPal,TC00040,False
TT01554,U02602,CR00047,2025-02-26,89.59,Bank Transfer,TC00042,True
TT01555,U02602,CR00032,2025-06-11,0.0,Credit Card,TC00040,False
TT01556,U02602,CR00010,2025-10-16,0.0,PayPal,TC00042,False
TT01557,U02602,CR00034,2025-11-08,394.26,Bank Transfer,TC00040,True
TT01558,U02605,CR00019,2025-06-15,0.0,PayPal,TC00042,False
TT01559,U02605,CR00057,2025-11-17,177.34,Credit Card,TC00042,True
TT01560,U02605,CR00047,2025-09-12,89.59,Bank Transfer,TC00040,True
TT01561,U02612,CR00044,2025-07-13,119.04,Bank Transfer,TC00042,True
TT01562,U02612,CR00059,2025-03-12,0.0,PayPal,TC00040,False
TT01563,U02612,CR00045,2025-11-10,0.0,Bank Transfer,TC00042,False
TT01564,U02612,CR00005,2025-08-11,0.0,Credit Card,TC00042,False
TT01565,U02614,CR00009,2025-06-07,0.0,Bank Transfer,TC00040,False
TT01566,U02614,CR00017,2025-08-12,0.0,Credit Card,TC00040,False
TT01567,U02614,CR00005,2025-02-14,0.0,Credit Card,TC00040,False
TT01568,U02616,CR00008,2025-11-07,0.0,PayPal,TC00042,False
TT01569,U02616,CR00007,2025-12-14,0.0,Bank Transfer,TC00042,False
TT01570,U02616,CR00006,2025-03-28,276.37,PayPal,TC00040,True
TT01571,U02623,CR00032,2025-03-14,0.0,Bank Transfer,TC00040,False
TT01572,U02623,CR00057,2025-04-14,177.34,Credit Card,TC00042,True
TT01573,U02623,CR00055,2025-08-10,57.32,PayPal,TC00040,True
TT01574,U02623,CR00016,2025-08-27,0.0,PayPal,TC00040,False
TT01575,U02623,CR00018,2025-06-02,0.0,Credit Card,TC00042,False
TT01576,U02630,CR00029,2025-01-09,0.0,Bank Transfer,TC00042,False
TT01577,U02630,CR00014,2025-05-19,0.0,Bank Transfer,TC00040,False
TT01578,U02630,CR00048,2025-09-08,0.0,PayPal,TC00042,False
TT01579,U02630,CR00006,2025-07-30,276.37,Bank Transfer,TC00042,True
TT01580,U02633,CR00010,2025-10-02,0.0,Bank Transfer,TC00040,False
TT01581,U02633,CR00045,2025-03-03,0.0,PayPal,TC00040,False
TT01582,U02633,CR00057,2025-09-01,177.34,Credit Card,TC00042,True
TT01583,U02633,CR00047,2025-03-18,89.59,PayPal,TC00040,True
TT01584,U02633,CR00023,2025-07-09,0.0,Bank Transfer,TC00040,False
TT01585,U02643,CR00041,2025-07-12,53.86,Bank Transfer,TC00040,True
TT01586,U02643,CR00002,2025-11-24,0.0,Credit Card,TC00042,False
TT01587,U02643,CR00048,2025-09-05,0.0,Bank Transfer,TC00042,False
TT01588,U02643,CR00051,2025-03-28,37.89,Credit Card,TC00042,True
TT01589,U02643,CR00042,2025-09-27,0.0,Bank Transfer,TC00042,False
TT01590,U02645,CR00003,2025-10-03,0.0,PayPal,TC00042,False
TT01591,U02645,CR00041,2025-05-12,53.86,Credit Card,TC00042,True
TT01592,U02645,CR00059,2025-01-07,0.0,Bank Transfer,TC00040,False
TT01593,U02651,CR00053,2025-01-07,0.0,Credit Card,TC00040,False
TT01594,U02651,CR00037,2025-01-17,0.0,PayPal,TC00040,False
TT01595,U02651,CR00056,2025-11-28,212.39,Credit Card,TC00042,True
TT01596,U02651,CR00057,2025-07-23,177.34,Bank Transfer,TC00040,True
TT01597,U02651,CR00035,2025-01-19,0.0,Credit Card,TC00040,False
TT01598,U02663,CR00058,2025-02-16,0.0,Bank Transfer,TC00042,False
TT01599,U02663,CR00010,2025-05-07,0.0,Bank Transfer,TC00040,False
TT01600,U02663,CR00030,2025-05-27,0.0,PayPal,TC00042,False
TT01601,U02663,CR00004,2025-02-17,0.0,Credit Card,TC00042,False
TT01602,U02672,CR00051,2025-09-16,37.89,Bank Transfer,TC00042,True
TT01603,U02672,CR00059,2025-01-16,0.0,PayPal,TC00042,False
TT01604,U02672,CR00010,2025-05-20,0.0,Credit Card,TC00040,False
TT01605,U02672,CR00060,2025-02-09,0.0,Credit Card,TC00040,False
TT01606,U02672,CR00015,2025-01-19,285.05,PayPal,TC00042,True
TT01607,U02679,CR00011,2025-07-26,326.02,PayPal,TC00042,True
TT01608,U02679,CR00014,2025-06-08,0.0,Credit Card,TC00040,False
TT01609,U02679,CR00004,2025-06-12,0.0,Bank Transfer,TC00042,False
TT01610,U02683,CR00045,2025-03-17,0.0,Bank Transfer,TC00040,False
TT01611,U02683,CR00012,2025-11-18,487.92,PayPal,TC00042,True
TT01612,U02683,CR00008,2025-12-01,0.0,Credit Card,TC00040,False
TT01613,U02683,CR00047,2025-05-14,89.59,Bank Transfer,TC00040,True
TT01614,U02683,CR00044,2025-04-24,119.04,Bank Transfer,TC00042,True
TT01615,U02684,CR00027,2025-08-14,0.0,PayPal,TC00042,False
TT01616,U02684,CR00007,2025-06-02,0.0,Credit Card,TC00040,False
TT01617,U02684,CR00023,2025-07-25,0.0,Credit Card,TC00040,False
TT01618,U02684,CR00057,2025-01-05,177.34,Credit Card,TC00042,True
TT01619,U02698,CR00050,2025-01-05,490.9,Bank Transfer,TC00042,True
TT01620,U02698,CR00039,2025-02-16,346.71,Credit Card,TC00040,True
TT01621,U02698,CR00010,2025-11-03,0.0,Bank Transfer,TC00042,False
TT01622,U02709,CR00034,2025-09-07,394.26,PayPal,TC00040,True
TT01623,U02709,CR00015,2025-06-03,285.05,Credit Card,TC00042,True
TT01624,U02709,CR00028,2025-05-14,0.78,Bank Transfer,TC00042,True
TT01625,U02709,CR00023,2025-03-20,0.0,Credit Card,TC00042,False
TT01626,U02733,CR00017,2025-04-01,0.0,PayPal,TC00040,False
TT01627,U02733,CR00015,2025-12-19,285.05,Bank Transfer,TC00040,True
TT01628,U02733,CR00011,2025-10-25,326.02,Bank Transfer,TC00040,True
TT01629,U02733,CR00008,2025-07-11,0.0,Credit Card,TC00040,False
TT01630,U02743,CR00016,2025-09-18,0.0,PayPal,TC00042,False
TT01631,U02743,CR00042,2025-09-08,0.0,Bank Transfer,TC00042,False
TT01632,U02743,CR00037,2025-05-15,0.0,Credit Card,TC00040,False
TT01633,U02743,CR00040,2025-04-23,327.99,PayPal,TC00042,True
TT01634,U02754,CR00018,2025-05-29,0.0,Bank Transfer,TC00042,False
